test_id,exam_version,objectives_version,batch_id,domain_id,domain_name,domain_weight_percent,objective_id,objective_text,batch_question_count,cumulative_approved_count,batch_question_ids
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.1,Explain concepts related to the Open Systems Interconnection (OSI) reference model.,0,4,
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.2,"Compare and contrast networking appliances, applications, and functions.",0,5,
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.3,Summarize cloud concepts and connectivity options.,1,6,NET009-0000139
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.4,"Explain common networking ports, protocols, services, and traffic types.",0,5,
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.5,Compare and contrast transmission media and transceivers.,0,4,
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.6,"Compare and contrast network topologies, architectures, and types.",1,3,NET009-0000140
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.7,"Given a scenario, use appropriate IPv4 network addressing.",1,4,NET009-0000141
NET-009,N10-009,6.0,NET009-BATCH-006,1.0,Networking Concepts,23,1.8,Summarize evolving use cases for modern network environments.,0,4,
NET-009,N10-009,6.0,NET009-BATCH-006,2.0,Network Implementation,20,2.1,Explain characteristics of routing technologies.,0,9,
NET-009,N10-009,6.0,NET009-BATCH-006,2.0,Network Implementation,20,2.2,"Given a scenario, configure switching technologies and features.",0,8,
NET-009,N10-009,6.0,NET009-BATCH-006,2.0,Network Implementation,20,2.3,"Given a scenario, select and configure wireless devices and technologies.",1,7,NET009-0000142
NET-009,N10-009,6.0,NET009-BATCH-006,2.0,Network Implementation,20,2.4,Explain important factors of physical installations.,1,6,NET009-0000143
NET-009,N10-009,6.0,NET009-BATCH-006,3.0,Network Operations,19,3.1,Explain the purpose of organizational processes and procedures.,0,5,
NET-009,N10-009,6.0,NET009-BATCH-006,3.0,Network Operations,19,3.2,"Given a scenario, use network monitoring technologies.",0,7,
NET-009,N10-009,6.0,NET009-BATCH-006,3.0,Network Operations,19,3.3,Explain disaster recovery (DR) concepts.,0,5,
NET-009,N10-009,6.0,NET009-BATCH-006,3.0,Network Operations,19,3.4,"Given a scenario, implement IPv4 and IPv6 network services.",1,6,NET009-0000144
NET-009,N10-009,6.0,NET009-BATCH-006,3.0,Network Operations,19,3.5,Compare and contrast network access and management methods.,1,5,NET009-0000145
NET-009,N10-009,6.0,NET009-BATCH-006,4.0,Network Security,14,4.1,Explain the importance of basic network security concepts.,1,7,NET009-0000146
NET-009,N10-009,6.0,NET009-BATCH-006,4.0,Network Security,14,4.2,Summarize various types of attacks and their impact to the network.,0,6,
NET-009,N10-009,6.0,NET009-BATCH-006,4.0,Network Security,14,4.3,"Given a scenario, apply network security features, defense techniques, and solutions.",1,8,NET009-0000147
NET-009,N10-009,6.0,NET009-BATCH-006,5.0,Network Troubleshooting,24,5.1,Explain the troubleshooting methodology.,1,6,NET009-0000148
NET-009,N10-009,6.0,NET009-BATCH-006,5.0,Network Troubleshooting,24,5.2,"Given a scenario, troubleshoot common cabling and physical interface issues.",0,7,
NET-009,N10-009,6.0,NET009-BATCH-006,5.0,Network Troubleshooting,24,5.3,"Given a scenario, troubleshoot common issues with network services.",1,7,NET009-0000149
NET-009,N10-009,6.0,NET009-BATCH-006,5.0,Network Troubleshooting,24,5.4,"Given a scenario, troubleshoot common performance issues.",1,7,NET009-0000150
NET-009,N10-009,6.0,NET009-BATCH-006,5.0,Network Troubleshooting,24,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",0,9,
