test_id,exam_version,objectives_version,batch_id,domain_id,domain_name,domain_weight_percent,objective_id,objective_text,batch_question_count,cumulative_approved_count,batch_question_ids
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.1,Explain concepts related to the Open Systems Interconnection (OSI) reference model.,0,2,
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.2,"Compare and contrast networking appliances, applications, and functions.",1,2,NET009-0000049
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.3,Summarize cloud concepts and connectivity options.,2,3,NET009-0000050|NET009-0000051
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.4,"Explain common networking ports, protocols, services, and traffic types.",1,3,NET009-0000052
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.5,Compare and contrast transmission media and transceivers.,1,2,NET009-0000053
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.6,"Compare and contrast network topologies, architectures, and types.",1,2,NET009-0000054
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.7,"Given a scenario, use appropriate IPv4 network addressing.",0,2,
NET-009,N10-009,6.0,NET009-BATCH-003,1.0,Networking Concepts,23,1.8,Summarize evolving use cases for modern network environments.,1,3,NET009-0000055
NET-009,N10-009,6.0,NET009-BATCH-003,2.0,Network Implementation,20,2.1,Explain characteristics of routing technologies.,3,6,NET009-0000056|NET009-0000057|NET009-0000059
NET-009,N10-009,6.0,NET009-BATCH-003,2.0,Network Implementation,20,2.2,"Given a scenario, configure switching technologies and features.",2,5,NET009-0000058|NET009-0000061
NET-009,N10-009,6.0,NET009-BATCH-003,2.0,Network Implementation,20,2.3,"Given a scenario, select and configure wireless devices and technologies.",1,3,NET009-0000060
NET-009,N10-009,6.0,NET009-BATCH-003,2.0,Network Implementation,20,2.4,Explain important factors of physical installations.,0,2,
NET-009,N10-009,6.0,NET009-BATCH-003,3.0,Network Operations,19,3.1,Explain the purpose of organizational processes and procedures.,1,2,NET009-0000062
NET-009,N10-009,6.0,NET009-BATCH-003,3.0,Network Operations,19,3.2,"Given a scenario, use network monitoring technologies.",2,4,NET009-0000063|NET009-0000064
NET-009,N10-009,6.0,NET009-BATCH-003,3.0,Network Operations,19,3.3,Explain disaster recovery (DR) concepts.,1,2,NET009-0000065
NET-009,N10-009,6.0,NET009-BATCH-003,3.0,Network Operations,19,3.4,"Given a scenario, implement IPv4 and IPv6 network services.",1,3,NET009-0000066
NET-009,N10-009,6.0,NET009-BATCH-003,3.0,Network Operations,19,3.5,Compare and contrast network access and management methods.,1,3,NET009-0000067
NET-009,N10-009,6.0,NET009-BATCH-003,4.0,Network Security,14,4.1,Explain the importance of basic network security concepts.,1,3,NET009-0000068
NET-009,N10-009,6.0,NET009-BATCH-003,4.0,Network Security,14,4.2,Summarize various types of attacks and their impact to the network.,1,3,NET009-0000069
NET-009,N10-009,6.0,NET009-BATCH-003,4.0,Network Security,14,4.3,"Given a scenario, apply network security features, defense techniques, and solutions.",2,4,NET009-0000070|NET009-0000071
NET-009,N10-009,6.0,NET009-BATCH-003,5.0,Network Troubleshooting,24,5.1,Explain the troubleshooting methodology.,1,3,NET009-0000072
NET-009,N10-009,6.0,NET009-BATCH-003,5.0,Network Troubleshooting,24,5.2,"Given a scenario, troubleshoot common cabling and physical interface issues.",1,4,NET009-0000073
NET-009,N10-009,6.0,NET009-BATCH-003,5.0,Network Troubleshooting,24,5.3,"Given a scenario, troubleshoot common issues with network services.",2,4,NET009-0000074|NET009-0000075
NET-009,N10-009,6.0,NET009-BATCH-003,5.0,Network Troubleshooting,24,5.4,"Given a scenario, troubleshoot common performance issues.",1,4,NET009-0000076
NET-009,N10-009,6.0,NET009-BATCH-003,5.0,Network Troubleshooting,24,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",2,4,NET009-0000077|NET009-0000078
