test_id,exam_version,objectives_version,batch_id,domain_id,domain_name,domain_weight_percent,objective_id,objective_text,batch_question_count,cumulative_approved_count,batch_question_ids
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.1,Explain concepts related to the Open Systems Interconnection (OSI) reference model.,1,4,NET009-0000109
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.2,"Compare and contrast networking appliances, applications, and functions.",1,5,NET009-0000110
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.3,Summarize cloud concepts and connectivity options.,1,5,NET009-0000111
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.4,"Explain common networking ports, protocols, services, and traffic types.",1,5,NET009-0000112
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.5,Compare and contrast transmission media and transceivers.,1,4,NET009-0000113
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.6,"Compare and contrast network topologies, architectures, and types.",0,2,
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.7,"Given a scenario, use appropriate IPv4 network addressing.",0,3,
NET-009,N10-009,6.0,NET009-BATCH-005,1.0,Networking Concepts,23,1.8,Summarize evolving use cases for modern network environments.,1,4,NET009-0000114
NET-009,N10-009,6.0,NET009-BATCH-005,2.0,Network Implementation,20,2.1,Explain characteristics of routing technologies.,2,9,NET009-0000115|NET009-0000116
NET-009,N10-009,6.0,NET009-BATCH-005,2.0,Network Implementation,20,2.2,"Given a scenario, configure switching technologies and features.",2,8,NET009-0000117|NET009-0000118
NET-009,N10-009,6.0,NET009-BATCH-005,2.0,Network Implementation,20,2.3,"Given a scenario, select and configure wireless devices and technologies.",1,6,NET009-0000119
NET-009,N10-009,6.0,NET009-BATCH-005,2.0,Network Implementation,20,2.4,Explain important factors of physical installations.,1,5,NET009-0000120
NET-009,N10-009,6.0,NET009-BATCH-005,3.0,Network Operations,19,3.1,Explain the purpose of organizational processes and procedures.,1,5,NET009-0000121
NET-009,N10-009,6.0,NET009-BATCH-005,3.0,Network Operations,19,3.2,"Given a scenario, use network monitoring technologies.",2,7,NET009-0000122|NET009-0000123
NET-009,N10-009,6.0,NET009-BATCH-005,3.0,Network Operations,19,3.3,Explain disaster recovery (DR) concepts.,2,5,NET009-0000124|NET009-0000125
NET-009,N10-009,6.0,NET009-BATCH-005,3.0,Network Operations,19,3.4,"Given a scenario, implement IPv4 and IPv6 network services.",1,5,NET009-0000126
NET-009,N10-009,6.0,NET009-BATCH-005,3.0,Network Operations,19,3.5,Compare and contrast network access and management methods.,0,4,
NET-009,N10-009,6.0,NET009-BATCH-005,4.0,Network Security,14,4.1,Explain the importance of basic network security concepts.,1,6,NET009-0000127
NET-009,N10-009,6.0,NET009-BATCH-005,4.0,Network Security,14,4.2,Summarize various types of attacks and their impact to the network.,2,6,NET009-0000128|NET009-0000129
NET-009,N10-009,6.0,NET009-BATCH-005,4.0,Network Security,14,4.3,"Given a scenario, apply network security features, defense techniques, and solutions.",2,7,NET009-0000130|NET009-0000131
NET-009,N10-009,6.0,NET009-BATCH-005,5.0,Network Troubleshooting,24,5.1,Explain the troubleshooting methodology.,1,5,NET009-0000132
NET-009,N10-009,6.0,NET009-BATCH-005,5.0,Network Troubleshooting,24,5.2,"Given a scenario, troubleshoot common cabling and physical interface issues.",2,7,NET009-0000133|NET009-0000134
NET-009,N10-009,6.0,NET009-BATCH-005,5.0,Network Troubleshooting,24,5.3,"Given a scenario, troubleshoot common issues with network services.",1,6,NET009-0000135
NET-009,N10-009,6.0,NET009-BATCH-005,5.0,Network Troubleshooting,24,5.4,"Given a scenario, troubleshoot common performance issues.",1,6,NET009-0000136
NET-009,N10-009,6.0,NET009-BATCH-005,5.0,Network Troubleshooting,24,5.5,"Given a scenario, use the appropriate tool or protocol to solve networking issues.",2,9,NET009-0000137|NET009-0000138
